better,更好,0.952609597580924,26,0.54628676
chemical,化学,1.0751405175551307,1381,0.42200398
intention,有意,0.9887792130601004,41,0.511199
concern,知悉,1.062628659578278,418,0.435368
stand,坐,1.0624625484423154,13,0.4355476
pass,跑,1.095529516913856,140,0.39992106
bread,菜蔬,0.9876738543326891,344,0.5122344
maximum,上限,0.961340466895641,7,0.5378318
switch,搭配,1.103563344972051,664,0.39105162
piano,演奏,1.0600148548281787,977,0.4382188
quarrel,吵架,1.0963578870355264,1641,0.39909697
save,拯救,1.052172271970486,96,0.44650593
tire,打滑,1.1183951790827824,952,0.37458676
flower,花,0.9415135113403487,62,0.5567842
yoga,瑜珈,0.9663418076783353,125,0.5331043
merchandise,商品,1.0214578205231064,137,0.47831666
pickup,掀,1.1056642765913192,722,0.38878667
fingerprint,指纹,1.0387796626705728,70,0.46044195
oven,烤焦,1.0268560300700742,280,0.47279704
separate,各自,1.0128355796780495,39,0.48709118
pity,愁苦,1.049825806311377,895,0.44891042
mild,辛辣,1.067631212724114,298,0.4300582
court,法院,0.9922239309223964,102,0.507744
knife,刀,0.9595442162871545,34,0.5396635
miss,小姐,1.0051031056983752,16,0.49488336
coach,教练,1.148026253409574,1571,0.34099615
kind,很,1.018867443523968,186,0.48095778
tail,腹,1.0323966574200267,281,0.46708924
green,绿,1.0221574147142733,25,0.47759825
pick,挑,1.0617351529517807,48,0.43636304
purchase,出售,0.9612580459816684,71,0.5379968
result,主因,1.1113340813274508,103,0.38247246
barbecue,烤肉,1.0430608333654923,375,0.45600814
marble,大理石,1.0556073474794905,687,0.4428903
rent,房租,0.9394750724275196,21,0.5587056
success,成功,1.0347803773383697,76,0.4646198
post,今早,1.1219776764919862,57,0.37061417
north,西北,0.9876659612147436,40,0.51226556
welcome,各位,1.0578083115798922,138,0.4405551
vehicle,车,1.0749056311195964,538,0.422253
intercontinental,霸,1.117312375343618,347,0.3758186
hope,希望,1.0031729801317286,27,0.49677092
indoor,室外,1.0683275401063475,78,0.42928955
fee,收取,1.0281896207733152,93,0.47142437
quite,很,0.9922096236816303,529,0.50779593
scholar,学者,1.084081037135402,349,0.41238707
child,孩子,0.9458726087460908,34,0.5526646
transport,运输,1.0870047533380212,188,0.40921694
system,制度,1.1069248639520801,150,0.38733858
see,看,1.057870682884464,112,0.4404424
overhaul,修整,1.0764941148389215,182,0.42059523
say,既然,1.003580136110445,794,0.49643964
please,竜龙,1.1061066564732127,1001,0.38822407
justice,司法,1.0872501766979923,267,0.40895557
help,希望,1.0274790968541572,175,0.47209617
economics,学,1.143853831352552,1949,0.34578893
myself,我也,1.029710566682246,1445,0.4698146
extend,延伸,0.9159655320230047,9,0.5805301
perfect,完美,0.9582542432575406,12,0.54088396
end,结束,1.0456461724295807,25,0.45331052
habit,喜好,1.1255539485465311,1154,0.36650616
reserve,只,1.1602402872546802,392,0.32697088
mirror,镜,1.040143520614173,46,0.45905057
sports,体育,1.0596685338115355,90,0.4385206
belong,扯到,1.1269333779244846,365,0.36508816
trick,帽子,1.0446293049374729,37,0.4543497
put,把,1.1061552675859205,360,0.38819808
consult,徵得,1.086766015054796,364,0.40950426
eleven,十二,0.9319654140977772,28,0.56573707
relevant,yamaguchi先生,1.0745931552668722,1473,0.42262277
male,男性,1.017357162393114,11,0.48247725
random,随机,1.0997062866511171,509,0.39533785
man,男人,1.0417189723782458,41,0.45737344
indicate,表明,1.0821484647374136,271,0.41446632
opponent,踢,1.1114525108771849,417,0.3823302
church,教堂,0.9878308352728503,282,0.5120903
warranty,保固,1.0424074559117158,144,0.456683
snack,零食,1.0100188025726795,463,0.48992488
sign,投,1.1116077299890248,55,0.38220522
tube,管,1.0573333129600315,352,0.44097728
theater,演,1.0994545248221264,380,0.3955941
task,要,1.10743525609877,236,0.38682872
sit,安坐,1.0207326767358977,12,0.47902992
grateful,由衷,1.082172547073895,289,0.41445422
clean,洗,1.0635683414906052,62,0.43440974
access,提供,1.033918290552998,34,0.46550137
supermarket,超市,1.0199884231806167,184,0.47983646
alternative,替代,1.0537913601017788,19,0.44473296
benefit,更好,1.0733379258973021,280,0.42399278
efficient,效率,0.996016625825683,155,0.5039493
use,使用,0.9141249923565562,6,0.5821912
photography,摄影,1.0270122954924192,113,0.47260916
item,物品,1.0837542720503688,49,0.41271865
leisure,休閒,0.9753158069623756,10,0.5243706
fan,漫,1.0854533366350576,33,0.41089922
nothing,就算,1.0478553785547826,1396,0.45101473
join,加入,0.9915790611742886,28,0.5084266
third,第三,0.8129034109195152,10,0.6695755
office,官邸,1.094400724428138,123,0.40111342
bath,浴,1.0255173658522052,21,0.4741526
tower,高塔,1.079400764760614,374,0.41750428
bookcase,桌椅,1.0675871272675903,330,0.4301287
example,例如,0.9598664766572189,20,0.53932786
material,材料,0.979276870497934,6,0.5205343
finish,拿到,1.1109190056124612,408,0.38294134
environment,环境,1.007779501754342,36,0.49220115
thing,真的,1.0139101487569249,947,0.48599923
process,流程,1.0676934448085382,216,0.43001643
sunshine,幸福,1.0944507961364216,99,0.4010869
heart,心,0.9961436955032172,25,0.3142874
rice,稻米,0.9872635212965809,80,0.5126498
squirrel,猴,1.0257754549382914,268,0.47388065
leave,留在,0.9923504038838724,52,0.5075957
signal,信号,1.0541022812767047,258,0.44440687
mailbox,信箱,1.0698026914127623,216,0.42776427
air,航空,1.0714440785101635,173,0.42602256
click,查看,1.096872214954069,462,0.3984526
floor,地板,1.0553718270172965,371,0.44311476
cook,烤,1.087396203666075,598,0.40877497
corridor,走廊,1.0405364448565777,169,0.45865873
fish,鱼,0.9694467616852541,217,0.5300797
pattern,特徵,1.1023834027129804,404,0.39239186
configuration,配置,1.0587544125888468,844,0.4395122
companion,犬,1.133571736864971,113,0.3575459
rain,雨,0.9408299994563287,34,0.557421
shoe,鞋,0.9843103301846335,37,0.5155836
later,不久,1.010703577037417,57,0.4892576
part,部份,1.0327773971949366,15,0.4666718
company,公司,0.8760336742463986,8,0.6162573
point,角,1.0460876193881898,11,0.45283395
regardless,若是,1.0414543256274187,442,0.45769936
travel,旅行,0.9430935915137255,14,0.5553085
participate,参与,1.1069425924941947,224,0.38731664
classroom,教室,0.9985413535720783,61,0.50145394
pursue,投身,1.1191728406747155,402,0.37365592
elevator,升降梯,1.1396225672592208,1550,0.35062873
horse,一匹,1.0210998955367712,144,0.47866833
hair,眉毛,0.9989056198665774,188,0.5011052
joy,璀璨,1.0815396592797741,327,0.4151674
bank,分行,1.0275760633010784,83,0.47203198
character,角色,0.9313812653370647,30,0.56626207
patrol,巡逻,1.0945462104584998,336,0.40097544
hall,大宅,1.1027383376728546,229,0.39195368
tell,知道,1.0081443249070743,166,0.49187034
copy,原稿,1.0773142934465458,168,0.41967896
key,重要,1.0483085875829408,18,0.45052758
fun,好玩,1.0279725806364166,463,0.4716444
back,往前,1.0742834373218064,79,0.4229512
china,中国,0.9875778928654486,474,0.51234806
mode,模式,1.0549537855392126,76,0.44356126
minute,分钟,1.033423584689796,28,0.4660238
enthusiasm,鼓舞,1.046830849042292,689,0.45204788
gold,金,1.0461860636950904,64,0.45275843
toilet,洗澡,1.0002568148113469,130,0.4997455
object,物件,1.0020423637832316,40,0.4979339
countless,不少,1.0565199378376102,173,0.44192553
ambassador,大使,0.9654266082416477,25,0.53397626
project,正在,1.1169476581294753,238,0.37619635
summer,夏季,0.9521213525854431,8,0.5467175
tradition,甚早,1.1282925700202977,1744,0.3635159
exchange,交易,1.0109593379187896,19,0.48895234
oil,石油,0.9698481396444382,56,0.52967435
cat,猫,1.006424131004277,30,0.49355054
match,踢,1.0821970879467786,398,0.41442904
understanding,了解,0.970675554039112,85,0.52890444
head,脖子,1.074616724915094,28,0.42264655
regulation,促,1.0954201362900982,691,0.4000221
drainage,灌溉,1.0200558572579281,242,0.47976333
luxury,奢侈,1.0332893322022083,172,0.4661629
graduate,考取,1.0523323332322947,411,0.44629788
reply,回覆,0.929759579092491,64,0.5677861
ten,十,0.9456295397755096,28,0.5528907
conscience,良心,1.018938931662684,370,0.48089764
design,设计,1.0085586678216683,56,0.4913869
labyrinth,密室,1.1025313004623845,361,0.3922424
accomplish,做到,1.0724230565048796,383,0.42497388
busy,忙碌,1.0387264265330063,42,0.46049005
interference,干涉,0.9800955646716459,8,0.5197013
winter,冬季,0.84206538722635,5,0.64545417
orange,橙,0.9511549067327223,4,0.54764116
list,列表,0.9720442713047751,7,0.5275787
basic,基本,0.9588360522193656,4,0.54031765
watery,清冽,1.064644015878468,775,0.4332978
level,高低,1.0224308317645499,6,0.47732282
practice,作法,1.1155503717251896,276,0.3778169
smell,嗅到,1.0224769921616608,159,0.47724086
deposit,存摺,1.0432099471051595,111,0.45583662
transfer,交回,1.06732377178061,32,0.43037137
index,索引,1.1018424781848966,26,0.3930305
quality,低劣,1.0277143348839237,16,0.4719085
circuit,庭,1.1335686529667521,213,0.35749885
average,平均,0.9103681471133678,4,0.5856051
wash,洗,0.9382450587875651,5,0.55986035
foreigner,外人,0.993978126623398,5,0.50604004
force,令,1.0770343534922613,170,0.4199799
power,掌控,1.0299844440170975,35,0.4695728
tenant,承租,1.011649891438132,50,0.4882939
pleasure,欲望,1.0756501733999004,333,0.42145377
out,怕,1.1249936109696,388,0.3672366
dad,爸,1.0210984279305702,189,0.47868785
